num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,12.5,0,set(),True,0,0,0.0
4,25.0,1,12.5,0,,False,0,0,0.0
4,50.0,3,12.5,0,,False,0,0,0.0
4,75.0,4,12.5,0,,False,0,0,0.0
5,12.5,1,12.5,0,,False,0,0,0.0
5,25.0,2,12.5,0,,False,0,0,0.0
5,50.0,5,12.5,0,,False,0,0,0.0
5,75.0,7,12.5,0,,False,0,0,0.0
6,12.5,1,12.5,0,,False,0,0,0.0
6,25.0,3,12.5,0,,False,0,0,0.0
6,50.0,7,12.5,0,,False,0,0,0.0
6,75.0,11,12.5,0,,False,0,0,0.0
7,12.5,2,12.5,0,,False,0,0,0.0
7,25.0,5,12.5,0,,False,0,0,0.0
7,50.0,10,12.5,0,,False,0,0,0.0
7,75.0,15,12.5,0,,False,0,0,0.0
8,12.5,3,12.5,1,,False,4,1,0.0
8,25.0,7,12.5,1,,False,4,1,0.0
8,50.0,14,12.5,1,,False,6,1,0.0
8,75.0,21,12.5,1,,False,7,1,0.0
9,12.5,4,12.5,1,,False,4,1,0.0010004043579101562
9,25.0,9,12.5,1,,False,6,1,0.0
9,50.0,18,12.5,1,,False,8,1,0.0
9,75.0,27,12.5,1,,False,8,1,0.0
10,12.5,5,12.5,1,,False,3,1,0.0
10,25.0,11,12.5,1,,False,6,1,0.0
10,50.0,22,12.5,1,,False,7,1,0.0
10,75.0,33,12.5,1,,False,10,1,0.0
11,12.5,6,12.5,1,,False,3,1,0.0
11,25.0,13,12.5,1,,False,4,1,0.0
11,50.0,27,12.5,1,,False,6,1,0.0
11,75.0,41,12.5,1,,False,10,1,0.0009996891021728516
12,12.5,8,12.5,1,,False,3,1,0.0
12,25.0,16,12.5,1,,False,5,1,0.0
12,50.0,33,12.5,1,,False,8,1,0.0
12,75.0,49,12.5,1,,False,9,1,0.0
13,12.5,9,12.5,1,,False,4,1,0.0
13,25.0,19,12.5,1,,False,4,1,0.0
13,50.0,39,12.5,1,,False,7,1,0.0
13,75.0,58,12.5,1,,False,8,1,0.0
14,12.5,11,12.5,1,,False,3,1,0.0
14,25.0,22,12.5,1,,False,9,1,0.0
